test_id,wall_clock,asset_id,x,y,speed,position_accuracy,cumulative_distance_m
TEST-13-GPS-DENIED-DRIFT,1775091024.469,bravo,494.5,-21.6,4.44,1.27,253.9
TEST-13-GPS-DENIED-DRIFT,1775091024.469,charlie,764.5,-9.5,4.77,1.49,298.1
TEST-13-GPS-DENIED-DRIFT,1775091024.719,alpha,299.1,-20.2,4.39,1.25,247.4
TEST-13-GPS-DENIED-DRIFT,1775091024.719,bravo,497.9,-21.6,4.45,1.29,257.3
TEST-13-GPS-DENIED-DRIFT,1775091024.719,charlie,768.1,-9.4,4.78,1.51,301.7
TEST-13-GPS-DENIED-DRIFT,1775091024.976,alpha,302.4,-20.0,4.40,1.27,250.7
TEST-13-GPS-DENIED-DRIFT,1775091024.976,bravo,501.2,-21.5,4.46,1.31,260.6
TEST-13-GPS-DENIED-DRIFT,1775091024.976,charlie,771.7,-9.3,4.78,1.53,305.3
TEST-13-GPS-DENIED-DRIFT,1775091025.230,alpha,305.7,-19.9,4.41,1.28,254.0
TEST-13-GPS-DENIED-DRIFT,1775091025.230,bravo,504.6,-21.4,4.47,1.32,264.0
TEST-13-GPS-DENIED-DRIFT,1775091025.230,charlie,775.3,-9.2,4.78,1.55,308.9
TEST-13-GPS-DENIED-DRIFT,1775091025.485,alpha,309.0,-19.7,4.42,1.30,257.4
TEST-13-GPS-DENIED-DRIFT,1775091025.485,bravo,508.0,-21.3,4.48,1.34,267.3
TEST-13-GPS-DENIED-DRIFT,1775091025.485,charlie,778.9,-9.1,4.79,1.57,312.5
TEST-13-GPS-DENIED-DRIFT,1775091025.734,alpha,312.3,-19.6,4.42,1.32,260.7
TEST-13-GPS-DENIED-DRIFT,1775091025.734,bravo,511.3,-21.3,4.48,1.36,270.7
TEST-13-GPS-DENIED-DRIFT,1775091025.734,charlie,782.5,-9.1,4.79,1.58,316.1
TEST-13-GPS-DENIED-DRIFT,1775091025.989,alpha,315.7,-19.4,4.43,1.33,264.0
TEST-13-GPS-DENIED-DRIFT,1775091025.989,bravo,514.7,-21.2,4.49,1.37,274.1
TEST-13-GPS-DENIED-DRIFT,1775091025.989,charlie,786.1,-9.0,4.79,1.60,319.7
TEST-13-GPS-DENIED-DRIFT,1775091026.243,alpha,319.0,-19.3,4.44,1.35,267.4
TEST-13-GPS-DENIED-DRIFT,1775091026.243,bravo,518.1,-21.1,4.50,1.39,277.5
TEST-13-GPS-DENIED-DRIFT,1775091026.243,charlie,789.7,-8.9,4.80,1.62,323.3
TEST-13-GPS-DENIED-DRIFT,1775091026.495,alpha,322.4,-19.1,4.45,1.37,270.7
TEST-13-GPS-DENIED-DRIFT,1775091026.495,bravo,521.5,-21.0,4.50,1.41,280.9
TEST-13-GPS-DENIED-DRIFT,1775091026.495,charlie,793.3,-8.8,4.80,1.64,326.9
TEST-13-GPS-DENIED-DRIFT,1775091026.745,alpha,325.7,-19.0,4.46,1.38,274.1
TEST-13-GPS-DENIED-DRIFT,1775091026.745,bravo,524.9,-20.9,4.51,1.42,284.3
TEST-13-GPS-DENIED-DRIFT,1775091026.745,charlie,796.9,-8.8,4.80,1.66,330.5
TEST-13-GPS-DENIED-DRIFT,1775091027.002,alpha,329.1,-18.8,4.47,1.40,277.4
TEST-13-GPS-DENIED-DRIFT,1775091027.002,bravo,528.3,-20.9,4.52,1.44,287.7
TEST-13-GPS-DENIED-DRIFT,1775091027.002,charlie,800.6,-8.7,4.80,1.67,334.1
TEST-13-GPS-DENIED-DRIFT,1775091027.255,alpha,332.4,-18.7,4.47,1.42,280.8
TEST-13-GPS-DENIED-DRIFT,1775091027.255,bravo,531.7,-20.8,4.53,1.46,291.1
TEST-13-GPS-DENIED-DRIFT,1775091027.255,charlie,804.2,-8.6,4.81,1.69,337.7
TEST-13-GPS-DENIED-DRIFT,1775091027.512,alpha,335.8,-18.5,4.48,1.43,284.2
TEST-13-GPS-DENIED-DRIFT,1775091027.512,bravo,535.1,-20.7,4.53,1.47,294.5
TEST-13-GPS-DENIED-DRIFT,1775091027.512,charlie,807.8,-8.6,4.81,1.71,341.4
TEST-13-GPS-DENIED-DRIFT,1775091027.763,alpha,339.2,-18.4,4.49,1.45,287.5
TEST-13-GPS-DENIED-DRIFT,1775091027.763,bravo,538.5,-20.6,4.54,1.49,297.9
TEST-13-GPS-DENIED-DRIFT,1775091027.763,charlie,811.4,-8.5,4.81,1.73,345.0
TEST-13-GPS-DENIED-DRIFT,1775091028.020,alpha,342.5,-18.3,4.50,1.47,290.9
TEST-13-GPS-DENIED-DRIFT,1775091028.020,bravo,541.9,-20.6,4.55,1.51,301.3
TEST-13-GPS-DENIED-DRIFT,1775091028.020,charlie,815.0,-8.4,4.81,1.75,348.6
TEST-13-GPS-DENIED-DRIFT,1775091028.274,alpha,345.9,-18.1,4.50,1.48,294.3
TEST-13-GPS-DENIED-DRIFT,1775091028.274,bravo,545.4,-20.5,4.55,1.53,304.8
TEST-13-GPS-DENIED-DRIFT,1775091028.274,charlie,818.7,-8.4,4.82,1.76,352.2
TEST-13-GPS-DENIED-DRIFT,1775091028.528,alpha,349.3,-18.0,4.51,1.50,297.7
TEST-13-GPS-DENIED-DRIFT,1775091028.528,bravo,548.8,-20.4,4.56,1.54,308.2
TEST-13-GPS-DENIED-DRIFT,1775091028.528,charlie,822.3,-8.3,4.82,1.78,355.9
TEST-13-GPS-DENIED-DRIFT,1775091028.778,alpha,352.7,-17.8,4.52,1.52,301.1
TEST-13-GPS-DENIED-DRIFT,1775091028.778,bravo,552.2,-20.3,4.56,1.56,311.6
TEST-13-GPS-DENIED-DRIFT,1775091028.778,charlie,825.9,-8.3,4.82,1.80,359.5
TEST-13-GPS-DENIED-DRIFT,1775091029.037,alpha,356.1,-17.7,4.52,1.53,304.5
TEST-13-GPS-DENIED-DRIFT,1775091029.037,bravo,555.7,-20.2,4.57,1.58,315.1
TEST-13-GPS-DENIED-DRIFT,1775091029.037,charlie,829.6,-8.2,4.82,1.82,363.1
TEST-13-GPS-DENIED-DRIFT,1775091029.290,alpha,359.5,-17.5,4.53,1.55,307.9
TEST-13-GPS-DENIED-DRIFT,1775091029.290,bravo,559.1,-20.1,4.58,1.59,318.5
TEST-13-GPS-DENIED-DRIFT,1775091029.290,charlie,833.2,-8.1,4.83,1.84,366.8
TEST-13-GPS-DENIED-DRIFT,1775091029.543,alpha,362.9,-17.4,4.54,1.57,311.3
TEST-13-GPS-DENIED-DRIFT,1775091029.543,bravo,562.6,-20.1,4.58,1.61,322.0
TEST-13-GPS-DENIED-DRIFT,1775091029.543,charlie,836.8,-8.1,4.83,1.86,370.4
TEST-13-GPS-DENIED-DRIFT,1775091029.796,alpha,366.4,-17.2,4.55,1.58,314.7
TEST-13-GPS-DENIED-DRIFT,1775091029.796,bravo,566.0,-20.0,4.59,1.63,325.4
TEST-13-GPS-DENIED-DRIFT,1775091029.796,charlie,840.5,-8.0,4.83,1.87,374.1
TEST-13-GPS-DENIED-DRIFT,1775091030.049,alpha,369.8,-17.1,4.55,1.60,318.2
TEST-13-GPS-DENIED-DRIFT,1775091030.049,bravo,569.5,-19.9,4.60,1.65,328.9
TEST-13-GPS-DENIED-DRIFT,1775091030.049,charlie,844.1,-7.9,4.83,1.89,377.7
TEST-13-GPS-DENIED-DRIFT,1775091030.303,alpha,373.2,-17.0,4.56,1.62,321.6
TEST-13-GPS-DENIED-DRIFT,1775091030.303,bravo,572.9,-19.8,4.60,1.66,332.3
TEST-13-GPS-DENIED-DRIFT,1775091030.303,charlie,847.8,-7.9,4.84,1.91,381.3
TEST-13-GPS-DENIED-DRIFT,1775091030.556,alpha,376.6,-16.8,4.56,1.64,325.0
TEST-13-GPS-DENIED-DRIFT,1775091030.556,bravo,576.4,-19.7,4.61,1.68,335.8
TEST-13-GPS-DENIED-DRIFT,1775091030.556,charlie,851.4,-7.8,4.84,1.93,385.0
TEST-13-GPS-DENIED-DRIFT,1775091030.806,alpha,380.1,-16.7,4.57,1.65,328.5
TEST-13-GPS-DENIED-DRIFT,1775091030.806,bravo,579.9,-19.6,4.61,1.70,339.3
TEST-13-GPS-DENIED-DRIFT,1775091030.806,charlie,855.1,-7.7,4.84,1.95,388.6
TEST-13-GPS-DENIED-DRIFT,1775091031.061,alpha,383.5,-16.5,4.58,1.67,331.9
TEST-13-GPS-DENIED-DRIFT,1775091031.061,bravo,583.4,-19.5,4.62,1.71,342.8
TEST-13-GPS-DENIED-DRIFT,1775091031.061,charlie,858.7,-7.7,4.84,1.96,392.3
TEST-13-GPS-DENIED-DRIFT,1775091031.315,alpha,387.0,-16.4,4.58,1.69,335.4
TEST-13-GPS-DENIED-DRIFT,1775091031.315,bravo,586.8,-19.4,4.62,1.73,346.2
TEST-13-GPS-DENIED-DRIFT,1775091031.315,charlie,862.3,-7.6,4.85,1.98,395.9
TEST-13-GPS-DENIED-DRIFT,1775091031.568,alpha,390.4,-16.2,4.59,1.70,338.8
TEST-13-GPS-DENIED-DRIFT,1775091031.568,bravo,590.3,-19.3,4.63,1.75,349.7
TEST-13-GPS-DENIED-DRIFT,1775091031.568,charlie,866.0,-7.5,4.85,2.00,399.6
TEST-13-GPS-DENIED-DRIFT,1775091031.822,alpha,393.9,-16.1,4.60,1.72,342.3
TEST-13-GPS-DENIED-DRIFT,1775091031.822,bravo,593.8,-19.3,4.63,1.77,353.2
TEST-13-GPS-DENIED-DRIFT,1775091031.822,charlie,869.7,-7.5,4.85,2.02,403.2
TEST-13-GPS-DENIED-DRIFT,1775091032.075,alpha,397.3,-16.0,4.60,1.74,345.7
TEST-13-GPS-DENIED-DRIFT,1775091032.075,bravo,597.3,-19.2,4.64,1.78,356.7
TEST-13-GPS-DENIED-DRIFT,1775091032.075,charlie,873.3,-7.4,4.85,2.04,406.9
TEST-13-GPS-DENIED-DRIFT,1775091032.331,alpha,400.8,-15.8,4.61,1.76,349.2
TEST-13-GPS-DENIED-DRIFT,1775091032.331,bravo,600.8,-19.1,4.64,1.80,360.2
TEST-13-GPS-DENIED-DRIFT,1775091032.331,charlie,877.0,-7.4,4.85,2.05,410.5
TEST-13-GPS-DENIED-DRIFT,1775091032.584,alpha,404.3,-15.7,4.61,1.77,352.7
TEST-13-GPS-DENIED-DRIFT,1775091032.584,bravo,604.3,-19.0,4.65,1.82,363.7
TEST-13-GPS-DENIED-DRIFT,1775091032.584,charlie,880.6,-7.3,4.86,2.07,414.2
TEST-13-GPS-DENIED-DRIFT,1775091032.837,alpha,407.7,-15.5,4.62,1.79,356.2
TEST-13-GPS-DENIED-DRIFT,1775091032.837,bravo,607.8,-19.0,4.65,1.84,367.2
TEST-13-GPS-DENIED-DRIFT,1775091032.837,charlie,884.3,-7.2,4.86,2.09,417.9
TEST-13-GPS-DENIED-DRIFT,1775091033.092,alpha,411.2,-15.4,4.62,1.81,359.6
TEST-13-GPS-DENIED-DRIFT,1775091033.092,bravo,611.3,-18.9,4.66,1.85,370.7
TEST-13-GPS-DENIED-DRIFT,1775091033.092,charlie,887.9,-7.2,4.86,2.11,421.5
TEST-13-GPS-DENIED-DRIFT,1775091033.346,alpha,414.7,-15.3,4.63,1.83,363.1
TEST-13-GPS-DENIED-DRIFT,1775091033.346,bravo,614.8,-18.8,4.66,1.87,374.2
TEST-13-GPS-DENIED-DRIFT,1775091033.346,charlie,891.6,-7.1,4.86,2.13,425.2
TEST-13-GPS-DENIED-DRIFT,1775091033.598,alpha,418.2,-15.1,4.63,1.84,366.6
TEST-13-GPS-DENIED-DRIFT,1775091033.598,bravo,618.3,-18.7,4.67,1.89,377.8
TEST-13-GPS-DENIED-DRIFT,1775091033.598,charlie,895.3,-7.1,4.86,2.15,428.8
TEST-13-GPS-DENIED-DRIFT,1775091033.856,alpha,421.7,-15.0,4.64,1.86,370.1
TEST-13-GPS-DENIED-DRIFT,1775091033.856,bravo,621.9,-18.7,4.67,1.91,381.3
TEST-13-GPS-DENIED-DRIFT,1775091033.856,charlie,898.9,-7.0,4.87,2.16,432.5
TEST-13-GPS-DENIED-DRIFT,1775091034.109,alpha,425.2,-14.9,4.64,1.88,373.6
TEST-13-GPS-DENIED-DRIFT,1775091034.109,bravo,625.4,-18.6,4.68,1.92,384.8
TEST-13-GPS-DENIED-DRIFT,1775091034.109,charlie,902.6,-7.0,4.87,2.18,436.2
TEST-13-GPS-DENIED-DRIFT,1775091034.364,alpha,428.7,-14.7,4.65,1.90,377.1
TEST-13-GPS-DENIED-DRIFT,1775091034.364,bravo,628.9,-18.5,4.68,1.94,388.3
TEST-13-GPS-DENIED-DRIFT,1775091034.364,charlie,906.3,-7.0,4.87,2.20,439.8
TEST-13-GPS-DENIED-DRIFT,1775091034.618,alpha,432.2,-14.6,4.65,1.91,380.6
TEST-13-GPS-DENIED-DRIFT,1775091034.618,bravo,632.4,-18.5,4.69,1.96,391.8
TEST-13-GPS-DENIED-DRIFT,1775091034.618,charlie,909.9,-6.9,4.87,2.22,443.5
TEST-13-GPS-DENIED-DRIFT,1775091034.873,alpha,435.7,-14.5,4.66,1.93,384.1
TEST-13-GPS-DENIED-DRIFT,1775091034.873,bravo,636.0,-18.4,4.69,1.98,395.4
TEST-13-GPS-DENIED-DRIFT,1775091034.873,charlie,913.6,-6.9,4.87,2.24,447.2
TEST-13-GPS-DENIED-DRIFT,1775091035.126,alpha,439.2,-14.3,4.66,1.95,387.6
TEST-13-GPS-DENIED-DRIFT,1775091035.126,bravo,639.5,-18.3,4.70,1.99,398.9
TEST-13-GPS-DENIED-DRIFT,1775091035.126,charlie,917.2,-6.8,4.87,2.26,450.8
TEST-13-GPS-DENIED-DRIFT,1775091035.381,alpha,442.7,-14.2,4.67,1.97,391.2
TEST-13-GPS-DENIED-DRIFT,1775091035.381,bravo,643.0,-18.3,4.70,2.01,402.4
TEST-13-GPS-DENIED-DRIFT,1775091035.381,charlie,920.9,-6.8,4.88,2.27,454.5
TEST-13-GPS-DENIED-DRIFT,1775091035.635,alpha,446.2,-14.1,4.67,1.98,394.7
TEST-13-GPS-DENIED-DRIFT,1775091035.635,bravo,646.6,-18.2,4.70,2.03,406.0
TEST-13-GPS-DENIED-DRIFT,1775091035.635,charlie,924.6,-6.7,4.88,2.29,458.1
TEST-13-GPS-DENIED-DRIFT,1775091035.888,alpha,449.8,-13.9,4.68,2.00,398.2
TEST-13-GPS-DENIED-DRIFT,1775091035.888,bravo,650.1,-18.1,4.71,2.05,409.5
TEST-13-GPS-DENIED-DRIFT,1775091035.888,charlie,928.2,-6.7,4.88,2.31,461.8
TEST-13-GPS-DENIED-DRIFT,1775091036.143,alpha,453.3,-13.8,4.68,2.02,401.7
TEST-13-GPS-DENIED-DRIFT,1775091036.143,bravo,653.7,-18.0,4.71,2.06,413.1
TEST-13-GPS-DENIED-DRIFT,1775091036.143,charlie,931.9,-6.7,4.88,2.33,465.5
TEST-13-GPS-DENIED-DRIFT,1775091036.397,alpha,456.8,-13.7,4.69,2.04,405.3
TEST-13-GPS-DENIED-DRIFT,1775091036.397,bravo,657.2,-18.0,4.72,2.08,416.6
TEST-13-GPS-DENIED-DRIFT,1775091036.397,charlie,935.6,-6.6,4.88,2.35,469.1
TEST-13-GPS-DENIED-DRIFT,1775091036.650,alpha,460.3,-13.5,4.69,2.05,408.8
TEST-13-GPS-DENIED-DRIFT,1775091036.650,bravo,660.8,-17.9,4.72,2.10,420.2
TEST-13-GPS-DENIED-DRIFT,1775091036.650,charlie,939.2,-6.6,4.88,2.37,472.8
TEST-13-GPS-DENIED-DRIFT,1775091036.904,alpha,463.9,-13.4,4.70,2.07,412.3
TEST-13-GPS-DENIED-DRIFT,1775091036.904,bravo,664.3,-17.8,4.72,2.12,423.8
TEST-13-GPS-DENIED-DRIFT,1775091036.904,charlie,942.9,-6.5,4.89,2.38,476.5
TEST-13-GPS-DENIED-DRIFT,1775091037.159,alpha,467.4,-13.3,4.70,2.09,415.9
TEST-13-GPS-DENIED-DRIFT,1775091037.159,bravo,667.9,-17.7,4.73,2.14,427.3
TEST-13-GPS-DENIED-DRIFT,1775091037.159,charlie,946.6,-6.5,4.89,2.40,480.1
TEST-13-GPS-DENIED-DRIFT,1775091037.414,alpha,470.9,-13.1,4.70,2.11,419.4
TEST-13-GPS-DENIED-DRIFT,1775091037.414,bravo,671.5,-17.7,4.73,2.15,430.9
TEST-13-GPS-DENIED-DRIFT,1775091037.414,charlie,950.2,-6.5,4.89,2.42,483.8
TEST-13-GPS-DENIED-DRIFT,1775091037.666,alpha,474.5,-13.0,4.71,2.12,423.0
TEST-13-GPS-DENIED-DRIFT,1775091037.666,bravo,675.0,-17.6,4.74,2.17,434.4
TEST-13-GPS-DENIED-DRIFT,1775091037.666,charlie,953.9,-6.4,4.89,2.44,487.5
TEST-13-GPS-DENIED-DRIFT,1775091037.920,alpha,478.0,-12.9,4.71,2.14,426.5
TEST-13-GPS-DENIED-DRIFT,1775091037.920,bravo,678.6,-17.5,4.74,2.19,438.0
TEST-13-GPS-DENIED-DRIFT,1775091037.920,charlie,957.6,-6.4,4.89,2.46,491.2
TEST-13-GPS-DENIED-DRIFT,1775091038.173,alpha,481.6,-12.8,4.72,2.16,430.1
TEST-13-GPS-DENIED-DRIFT,1775091038.173,bravo,682.2,-17.4,4.74,2.21,441.6
TEST-13-GPS-DENIED-DRIFT,1775091038.173,charlie,961.2,-6.4,4.89,2.48,494.8
TEST-13-GPS-DENIED-DRIFT,1775091038.426,alpha,485.1,-12.6,4.72,2.18,433.6
TEST-13-GPS-DENIED-DRIFT,1775091038.426,bravo,685.7,-17.4,4.75,2.22,445.2
TEST-13-GPS-DENIED-DRIFT,1775091038.426,charlie,964.9,-6.3,4.90,2.49,498.5
TEST-13-GPS-DENIED-DRIFT,1775091038.676,alpha,488.7,-12.5,4.73,2.19,437.2
TEST-13-GPS-DENIED-DRIFT,1775091038.676,bravo,689.3,-17.3,4.75,2.24,448.7
TEST-13-GPS-DENIED-DRIFT,1775091038.676,charlie,968.6,-6.3,4.90,2.51,502.2
TEST-13-GPS-DENIED-DRIFT,1775091038.933,alpha,492.2,-12.4,4.73,2.21,440.7
TEST-13-GPS-DENIED-DRIFT,1775091038.933,bravo,692.9,-17.2,4.75,2.26,452.3
TEST-13-GPS-DENIED-DRIFT,1775091038.933,charlie,972.3,-6.3,4.90,2.53,505.9
TEST-13-GPS-DENIED-DRIFT,1775091039.186,alpha,495.8,-12.2,4.73,2.23,444.3
TEST-13-GPS-DENIED-DRIFT,1775091039.186,bravo,696.5,-17.1,4.76,2.28,455.9
TEST-13-GPS-DENIED-DRIFT,1775091039.186,charlie,976.0,-6.2,4.90,2.55,509.5
TEST-13-GPS-DENIED-DRIFT,1775091039.440,alpha,499.4,-12.1,4.74,2.25,447.9
TEST-13-GPS-DENIED-DRIFT,1775091039.440,bravo,700.1,-17.1,4.76,2.30,459.5
TEST-13-GPS-DENIED-DRIFT,1775091039.440,charlie,979.6,-6.2,4.90,2.57,513.2
TEST-13-GPS-DENIED-DRIFT,1775091039.691,alpha,502.9,-12.0,4.74,2.27,451.4
TEST-13-GPS-DENIED-DRIFT,1775091039.691,bravo,703.6,-17.0,4.76,2.31,463.1
TEST-13-GPS-DENIED-DRIFT,1775091039.691,charlie,983.3,-6.2,4.90,2.59,516.9
TEST-13-GPS-DENIED-DRIFT,1775091039.946,alpha,506.5,-11.9,4.74,2.28,455.0
TEST-13-GPS-DENIED-DRIFT,1775091039.946,bravo,707.2,-16.9,4.77,2.33,466.7
TEST-13-GPS-DENIED-DRIFT,1775091039.946,charlie,987.0,-6.2,4.90,2.60,520.6
TEST-13-GPS-DENIED-DRIFT,1775091040.200,alpha,510.1,-11.7,4.75,2.30,458.6
TEST-13-GPS-DENIED-DRIFT,1775091040.200,bravo,710.8,-16.8,4.77,2.35,470.3
TEST-13-GPS-DENIED-DRIFT,1775091040.200,charlie,990.7,-6.1,4.90,2.62,524.3
TEST-13-GPS-DENIED-DRIFT,1775091040.455,alpha,513.6,-11.6,4.75,2.32,462.1
TEST-13-GPS-DENIED-DRIFT,1775091040.455,bravo,714.4,-16.7,4.77,2.37,473.9
TEST-13-GPS-DENIED-DRIFT,1775091040.455,charlie,994.4,-6.1,4.91,2.64,528.0
TEST-13-GPS-DENIED-DRIFT,1775091040.704,alpha,517.2,-11.5,4.75,2.34,465.7
TEST-13-GPS-DENIED-DRIFT,1775091040.704,bravo,718.0,-16.7,4.78,2.39,477.5
TEST-13-GPS-DENIED-DRIFT,1775091040.704,charlie,998.1,-6.1,4.91,2.66,531.7
TEST-13-GPS-DENIED-DRIFT,1775091040.961,alpha,520.8,-11.4,4.76,2.35,469.3
TEST-13-GPS-DENIED-DRIFT,1775091040.961,bravo,721.6,-16.6,4.78,2.40,481.1
TEST-13-GPS-DENIED-DRIFT,1775091040.961,charlie,1001.8,-6.0,4.91,2.68,535.4
TEST-13-GPS-DENIED-DRIFT,1775091041.217,alpha,524.4,-11.3,4.76,2.37,472.9
TEST-13-GPS-DENIED-DRIFT,1775091041.217,bravo,725.2,-16.5,4.78,2.42,484.7
TEST-13-GPS-DENIED-DRIFT,1775091041.217,charlie,1005.5,-6.0,4.91,2.70,539.1
TEST-13-GPS-DENIED-DRIFT,1775091041.471,alpha,527.9,-11.1,4.76,2.39,476.4
TEST-13-GPS-DENIED-DRIFT,1775091041.471,bravo,728.8,-16.4,4.79,2.44,488.3
TEST-13-GPS-DENIED-DRIFT,1775091041.471,charlie,1009.2,-6.0,4.91,2.71,542.8
TEST-13-GPS-DENIED-DRIFT,1775091041.720,alpha,531.5,-11.0,4.77,2.41,480.0
TEST-13-GPS-DENIED-DRIFT,1775091041.720,bravo,732.4,-16.3,4.79,2.46,491.9
TEST-13-GPS-DENIED-DRIFT,1775091041.720,charlie,1012.9,-5.9,4.91,2.73,546.5
TEST-13-GPS-DENIED-DRIFT,1775091041.974,alpha,535.1,-10.9,4.77,2.43,483.6
TEST-13-GPS-DENIED-DRIFT,1775091041.974,bravo,736.0,-16.3,4.79,2.47,495.5
TEST-13-GPS-DENIED-DRIFT,1775091041.974,charlie,1016.6,-5.9,4.91,2.75,550.2
TEST-13-GPS-DENIED-DRIFT,1775091042.228,alpha,538.7,-10.8,4.77,2.44,487.2
TEST-13-GPS-DENIED-DRIFT,1775091042.228,bravo,739.7,-16.2,4.80,2.49,499.1
TEST-13-GPS-DENIED-DRIFT,1775091042.228,charlie,1020.3,-5.9,4.91,2.77,553.9
TEST-13-GPS-DENIED-DRIFT,1775091042.482,alpha,542.2,-10.7,4.78,2.46,490.8
TEST-13-GPS-DENIED-DRIFT,1775091042.482,bravo,743.3,-16.1,4.80,2.51,502.7
TEST-13-GPS-DENIED-DRIFT,1775091042.482,charlie,1024.0,-5.9,4.91,2.79,557.6
TEST-13-GPS-DENIED-DRIFT,1775091042.732,alpha,545.8,-10.6,4.78,2.48,494.4
TEST-13-GPS-DENIED-DRIFT,1775091042.732,bravo,746.9,-16.0,4.80,2.53,506.3
TEST-13-GPS-DENIED-DRIFT,1775091042.732,charlie,1027.7,-5.8,4.92,2.81,561.3
TEST-13-GPS-DENIED-DRIFT,1775091042.990,alpha,549.4,-10.4,4.78,2.50,497.9
TEST-13-GPS-DENIED-DRIFT,1775091042.990,bravo,750.5,-16.0,4.80,2.55,509.9
TEST-13-GPS-DENIED-DRIFT,1775091042.990,charlie,1031.4,-5.8,4.92,2.82,565.0
TEST-13-GPS-DENIED-DRIFT,1775091043.244,alpha,553.0,-10.3,4.79,2.52,501.5
TEST-13-GPS-DENIED-DRIFT,1775091043.244,bravo,754.1,-15.9,4.81,2.56,513.6
TEST-13-GPS-DENIED-DRIFT,1775091043.244,charlie,1035.1,-5.8,4.92,2.84,568.7
TEST-13-GPS-DENIED-DRIFT,1775091043.499,alpha,556.6,-10.2,4.79,2.53,505.1
TEST-13-GPS-DENIED-DRIFT,1775091043.499,bravo,757.7,-15.8,4.81,2.58,517.2
TEST-13-GPS-DENIED-DRIFT,1775091043.499,charlie,1038.8,-5.7,4.92,2.86,572.4
TEST-13-GPS-DENIED-DRIFT,1775091043.748,alpha,560.2,-10.1,4.79,2.55,508.7
TEST-13-GPS-DENIED-DRIFT,1775091043.748,bravo,761.4,-15.8,4.81,2.60,520.8
TEST-13-GPS-DENIED-DRIFT,1775091043.748,charlie,1042.5,-5.7,4.92,2.88,576.1
TEST-13-GPS-DENIED-DRIFT,1775091044.009,alpha,563.8,-10.0,4.79,2.57,512.4
TEST-13-GPS-DENIED-DRIFT,1775091044.009,bravo,765.0,-15.7,4.81,2.62,524.4
TEST-13-GPS-DENIED-DRIFT,1775091044.009,charlie,1046.2,-5.7,4.92,2.90,579.8
TEST-13-GPS-DENIED-DRIFT,1775091044.262,alpha,567.4,-9.9,4.80,2.59,516.0
TEST-13-GPS-DENIED-DRIFT,1775091044.262,bravo,768.6,-15.6,4.82,2.64,528.1
TEST-13-GPS-DENIED-DRIFT,1775091044.262,charlie,1049.9,-5.6,4.92,2.92,583.5
TEST-13-GPS-DENIED-DRIFT,1775091044.518,alpha,571.0,-9.7,4.80,2.60,519.6
TEST-13-GPS-DENIED-DRIFT,1775091044.518,bravo,772.2,-15.6,4.82,2.66,531.7
TEST-13-GPS-DENIED-DRIFT,1775091044.518,charlie,1053.6,-5.6,4.92,2.94,587.2
TEST-13-GPS-DENIED-DRIFT,1775091044.767,alpha,574.7,-9.6,4.80,2.62,523.2
TEST-13-GPS-DENIED-DRIFT,1775091044.767,bravo,775.9,-15.5,4.82,2.67,535.3
TEST-13-GPS-DENIED-DRIFT,1775091044.767,charlie,1057.3,-5.6,4.92,2.95,590.9
TEST-13-GPS-DENIED-DRIFT,1775091045.024,alpha,578.3,-9.5,4.81,2.64,526.8
TEST-13-GPS-DENIED-DRIFT,1775091045.024,bravo,779.5,-15.4,4.82,2.69,539.0
TEST-13-GPS-DENIED-DRIFT,1775091045.024,charlie,1061.0,-5.6,4.93,2.97,594.6
TEST-13-GPS-DENIED-DRIFT,1775091045.278,alpha,581.9,-9.4,4.81,2.66,530.4
TEST-13-GPS-DENIED-DRIFT,1775091045.278,bravo,783.1,-15.4,4.83,2.71,542.6
TEST-13-GPS-DENIED-DRIFT,1775091045.278,charlie,1064.7,-5.5,4.93,2.99,598.3
TEST-13-GPS-DENIED-DRIFT,1775091045.532,alpha,585.5,-9.3,4.81,2.68,534.0
TEST-13-GPS-DENIED-DRIFT,1775091045.532,bravo,786.8,-15.3,4.83,2.73,546.2
TEST-13-GPS-DENIED-DRIFT,1775091045.532,charlie,1068.4,-5.5,4.93,3.01,602.0
TEST-13-GPS-DENIED-DRIFT,1775091045.784,alpha,589.1,-9.1,4.81,2.70,537.7
TEST-13-GPS-DENIED-DRIFT,1775091045.784,bravo,790.4,-15.2,4.83,2.75,549.9
TEST-13-GPS-DENIED-DRIFT,1775091045.784,charlie,1072.1,-5.5,4.93,3.03,605.7
TEST-13-GPS-DENIED-DRIFT,1775091046.039,alpha,592.8,-9.0,4.82,2.71,541.3
TEST-13-GPS-DENIED-DRIFT,1775091046.039,bravo,794.0,-15.2,4.83,2.76,553.5
TEST-13-GPS-DENIED-DRIFT,1775091046.039,charlie,1075.8,-5.5,4.93,3.05,609.4
TEST-13-GPS-DENIED-DRIFT,1775091046.292,alpha,596.4,-8.9,4.82,2.73,544.9
TEST-13-GPS-DENIED-DRIFT,1775091046.292,bravo,797.7,-15.1,4.84,2.78,557.1
TEST-13-GPS-DENIED-DRIFT,1775091046.292,charlie,1079.5,-5.4,4.93,3.06,613.1
TEST-13-GPS-DENIED-DRIFT,1775091046.547,alpha,600.0,-8.8,4.82,2.75,548.6
TEST-13-GPS-DENIED-DRIFT,1775091046.547,bravo,801.3,-15.0,4.84,2.80,560.8
